,Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
26553,Turkey,Maize,1991,593,24343,13.21,42489
26554,Turkey,Maize,1991,593,24343,17.04,42489
26555,Turkey,Potatoes,1991,593,24343,18.94,230653
26556,Turkey,Potatoes,1991,593,24343,10.37,230653
26557,Turkey,Potatoes,1991,593,24343,11.2,230653
26558,Turkey,Potatoes,1991,593,24343,13.21,230653
26559,Turkey,Potatoes,1991,593,24343,17.04,230653
26560,Turkey,"Rice, paddy",1991,593,24343,18.94,49505
26561,Turkey,"Rice, paddy",1991,593,24343,10.37,49505
26562,Turkey,"Rice, paddy",1991,593,24343,11.2,49505
26563,Turkey,"Rice, paddy",1991,593,24343,13.21,49505
26564,Turkey,"Rice, paddy",1991,593,24343,17.04,49505
26565,Turkey,Soybeans,1991,593,24343,18.94,22222
26566,Turkey,Soybeans,1991,593,24343,10.37,22222
26567,Turkey,Soybeans,1991,593,24343,11.2,22222
26568,Turkey,Soybeans,1991,593,24343,13.21,22222
26569,Turkey,Soybeans,1991,593,24343,17.04,22222
26570,Turkey,Wheat,1991,593,24343,18.94,21288
26571,Turkey,Wheat,1991,593,24343,10.37,21288
26572,Turkey,Wheat,1991,593,24343,11.2,21288
26573,Turkey,Wheat,1991,593,24343,13.21,21288
26574,Turkey,Wheat,1991,593,24343,17.04,21288
26575,Turkey,Maize,1992,593,27110,17.68,42427
26576,Turkey,Maize,1992,593,27110,9.06,42427
26577,Turkey,Maize,1992,593,27110,10.77,42427
26578,Turkey,Maize,1992,593,27110,13.01,42427
26579,Turkey,Maize,1992,593,27110,16.91,42427
26580,Turkey,Potatoes,1992,593,27110,17.68,236046
26581,Turkey,Potatoes,1992,593,27110,9.06,236046
26582,Turkey,Potatoes,1992,593,27110,10.77,236046
26583,Turkey,Potatoes,1992,593,27110,13.01,236046
26584,Turkey,Potatoes,1992,593,27110,16.91,236046
26585,Turkey,"Rice, paddy",1992,593,27110,17.68,50026
26586,Turkey,"Rice, paddy",1992,593,27110,9.06,50026
26587,Turkey,"Rice, paddy",1992,593,27110,10.77,50026
26588,Turkey,"Rice, paddy",1992,593,27110,13.01,50026
26589,Turkey,"Rice, paddy",1992,593,27110,16.91,50026
26590,Turkey,Soybeans,1992,593,27110,17.68,20652
26591,Turkey,Soybeans,1992,593,27110,9.06,20652
26592,Turkey,Soybeans,1992,593,27110,10.77,20652
26593,Turkey,Soybeans,1992,593,27110,13.01,20652
26594,Turkey,Soybeans,1992,593,27110,16.91,20652
26595,Turkey,Wheat,1992,593,27110,17.68,20405
26596,Turkey,Wheat,1992,593,27110,9.06,20405
26597,Turkey,Wheat,1992,593,27110,10.77,20405
26598,Turkey,Wheat,1992,593,27110,13.01,20405
26599,Turkey,Wheat,1992,593,27110,16.91,20405
26600,Turkey,Maize,1993,593,28042,18.82,45455
26601,Turkey,Maize,1993,593,28042,9.96,45455
26602,Turkey,Maize,1993,593,28042,11.45,45455
26603,Turkey,Maize,1993,593,28042,13.32,45455
26604,Turkey,Maize,1993,593,28042,17.39,45455
26605,Turkey,Potatoes,1993,593,28042,18.82,242315
26606,Turkey,Potatoes,1993,593,28042,9.96,242315
26607,Turkey,Potatoes,1993,593,28042,11.45,242315
26608,Turkey,Potatoes,1993,593,28042,13.32,242315
26609,Turkey,Potatoes,1993,593,28042,17.39,242315
26610,Turkey,"Rice, paddy",1993,593,28042,18.82,50176
26611,Turkey,"Rice, paddy",1993,593,28042,9.96,50176
26612,Turkey,"Rice, paddy",1993,593,28042,11.45,50176
26613,Turkey,"Rice, paddy",1993,593,28042,13.32,50176
26614,Turkey,"Rice, paddy",1993,593,28042,17.39,50176
26615,Turkey,Soybeans,1993,593,28042,18.82,23551
26616,Turkey,Soybeans,1993,593,28042,9.96,23551
26617,Turkey,Soybeans,1993,593,28042,11.45,23551
26618,Turkey,Soybeans,1993,593,28042,13.32,23551
26619,Turkey,Soybeans,1993,593,28042,17.39,23551
26620,Turkey,Wheat,1993,593,28042,18.82,21642
26621,Turkey,Wheat,1993,593,28042,9.96,21642
26622,Turkey,Wheat,1993,593,28042,11.45,21642
26623,Turkey,Wheat,1993,593,28042,13.32,21642
26624,Turkey,Wheat,1993,593,28042,17.39,21642
26625,Turkey,Maize,1994,593,24219,19.76,38181
26626,Turkey,Maize,1994,593,24219,11.7,38181
26627,Turkey,Maize,1994,593,24219,12.83,38181
26628,Turkey,Maize,1994,593,24219,14.88,38181
26629,Turkey,Maize,1994,593,24219,18.35,38181
26630,Turkey,Potatoes,1994,593,24219,19.76,229189
26631,Turkey,Potatoes,1994,593,24219,11.7,229189
26632,Turkey,Potatoes,1994,593,24219,12.83,229189
26633,Turkey,Potatoes,1994,593,24219,14.88,229189
26634,Turkey,Potatoes,1994,593,24219,18.35,229189
26635,Turkey,"Rice, paddy",1994,593,24219,19.76,50554
26636,Turkey,"Rice, paddy",1994,593,24219,11.7,50554
26637,Turkey,"Rice, paddy",1994,593,24219,12.83,50554
26638,Turkey,"Rice, paddy",1994,593,24219,14.88,50554
26639,Turkey,"Rice, paddy",1994,593,24219,18.35,50554
26640,Turkey,Soybeans,1994,593,24219,19.76,24138
26641,Turkey,Soybeans,1994,593,24219,11.7,24138
26642,Turkey,Soybeans,1994,593,24219,12.83,24138
26643,Turkey,Soybeans,1994,593,24219,14.88,24138
26644,Turkey,Soybeans,1994,593,24219,18.35,24138
26645,Turkey,Wheat,1994,593,24219,19.76,17975
26646,Turkey,Wheat,1994,593,24219,11.7,17975
26647,Turkey,Wheat,1994,593,24219,12.83,17975
26648,Turkey,Wheat,1994,593,24219,14.88,17975
26649,Turkey,Wheat,1994,593,24219,18.35,17975
26650,Turkey,Maize,1995,593,27328,19.15,37322
26651,Turkey,Maize,1995,593,27328,10.93,37322
26652,Turkey,Maize,1995,593,27328,12.06,37322
26653,Turkey,Maize,1995,593,27328,14.14,37322
26654,Turkey,Maize,1995,593,27328,17.64,37322
26655,Turkey,Potatoes,1995,593,27328,19.15,237707
26656,Turkey,Potatoes,1995,593,27328,10.93,237707
26657,Turkey,Potatoes,1995,593,27328,12.06,237707
26658,Turkey,Potatoes,1995,593,27328,14.14,237707
26659,Turkey,Potatoes,1995,593,27328,17.64,237707
26660,Turkey,"Rice, paddy",1995,593,27328,19.15,50045
26661,Turkey,"Rice, paddy",1995,593,27328,10.93,50045
26662,Turkey,"Rice, paddy",1995,593,27328,12.06,50045
26663,Turkey,"Rice, paddy",1995,593,27328,14.14,50045
26664,Turkey,"Rice, paddy",1995,593,27328,17.64,50045
26665,Turkey,Soybeans,1995,593,27328,19.15,24194
26666,Turkey,Soybeans,1995,593,27328,10.93,24194
26667,Turkey,Soybeans,1995,593,27328,12.06,24194
26668,Turkey,Soybeans,1995,593,27328,14.14,24194
26669,Turkey,Soybeans,1995,593,27328,17.64,24194
26670,Turkey,Wheat,1995,593,27328,19.15,19315
26671,Turkey,Wheat,1995,593,27328,10.93,19315
26672,Turkey,Wheat,1995,593,27328,12.06,19315
26673,Turkey,Wheat,1995,593,27328,14.14,19315
26674,Turkey,Wheat,1995,593,27328,17.64,19315
26675,Turkey,Maize,1996,593,30286,19.47,36396
26676,Turkey,Maize,1996,593,30286,11.29,36396
26677,Turkey,Maize,1996,593,30286,11.92,36396
26678,Turkey,Maize,1996,593,30286,13.77,36396
26679,Turkey,Maize,1996,593,30286,17.49,36396
26680,Turkey,Potatoes,1996,593,30286,19.47,235756
26681,Turkey,Potatoes,1996,593,30286,11.29,235756
26682,Turkey,Potatoes,1996,593,30286,11.92,235756
26683,Turkey,Potatoes,1996,593,30286,13.77,235756
26684,Turkey,Potatoes,1996,593,30286,17.49,235756
26685,Turkey,"Rice, paddy",1996,593,30286,19.47,51114
26686,Turkey,"Rice, paddy",1996,593,30286,11.29,51114
26687,Turkey,"Rice, paddy",1996,593,30286,11.92,51114
26688,Turkey,"Rice, paddy",1996,593,30286,13.77,51114
26689,Turkey,"Rice, paddy",1996,593,30286,17.49,51114
26690,Turkey,Soybeans,1996,593,30286,19.47,24390
26691,Turkey,Soybeans,1996,593,30286,11.29,24390
26692,Turkey,Soybeans,1996,593,30286,11.92,24390
26693,Turkey,Soybeans,1996,593,30286,13.77,24390
26694,Turkey,Soybeans,1996,593,30286,17.49,24390
26695,Turkey,Wheat,1996,593,30286,19.47,19852
26696,Turkey,Wheat,1996,593,30286,11.29,19852
26697,Turkey,Wheat,1996,593,30286,11.92,19852
26698,Turkey,Wheat,1996,593,30286,13.77,19852
26699,Turkey,Wheat,1996,593,30286,17.49,19852
26700,Turkey,Maize,1997,593,34431,18.65,38247
26701,Turkey,Maize,1997,593,34431,10.13,38247
26702,Turkey,Maize,1997,593,34431,11.34,38247
26703,Turkey,Maize,1997,593,34431,13.16,38247
26704,Turkey,Maize,1997,593,34431,17.2,38247
26705,Turkey,Potatoes,1997,593,34431,18.65,241821
26706,Turkey,Potatoes,1997,593,34431,10.13,241821
26707,Turkey,Potatoes,1997,593,34431,11.34,241821
26708,Turkey,Potatoes,1997,593,34431,13.16,241821
26709,Turkey,Potatoes,1997,593,34431,17.2,241821
26710,Turkey,"Rice, paddy",1997,593,34431,18.65,50005
26711,Turkey,"Rice, paddy",1997,593,34431,10.13,50005
26712,Turkey,"Rice, paddy",1997,593,34431,11.34,50005
26713,Turkey,"Rice, paddy",1997,593,34431,13.16,50005
26714,Turkey,"Rice, paddy",1997,593,34431,17.2,50005
26715,Turkey,Soybeans,1997,593,34431,18.65,21053
26716,Turkey,Soybeans,1997,593,34431,10.13,21053
26717,Turkey,Soybeans,1997,593,34431,11.34,21053
26718,Turkey,Soybeans,1997,593,34431,13.16,21053
26719,Turkey,Soybeans,1997,593,34431,17.2,21053
26720,Turkey,Wheat,1997,593,34431,18.65,20174
26721,Turkey,Wheat,1997,593,34431,10.13,20174
26722,Turkey,Wheat,1997,593,34431,11.34,20174
26723,Turkey,Wheat,1997,593,34431,13.16,20174
26724,Turkey,Wheat,1997,593,34431,17.2,20174
26725,Turkey,Maize,1998,593,30162,19.92,42192
26726,Turkey,Maize,1998,593,30162,11.72,42192
26727,Turkey,Maize,1998,593,30162,12.56,42192
26728,Turkey,Maize,1998,593,30162,14.48,42192
26729,Turkey,Maize,1998,593,30162,18.08,42192
26730,Turkey,Potatoes,1998,593,30162,19.92,258890
26731,Turkey,Potatoes,1998,593,30162,11.72,258890
26732,Turkey,Potatoes,1998,593,30162,12.56,258890
26733,Turkey,Potatoes,1998,593,30162,14.48,258890
26734,Turkey,Potatoes,1998,593,30162,18.08,258890
26735,Turkey,"Rice, paddy",1998,593,30162,19.92,52601
26736,Turkey,"Rice, paddy",1998,593,30162,11.72,52601
26737,Turkey,"Rice, paddy",1998,593,30162,12.56,52601
26738,Turkey,"Rice, paddy",1998,593,30162,14.48,52601
26739,Turkey,"Rice, paddy",1998,593,30162,18.08,52601
26740,Turkey,Soybeans,1998,593,30162,19.92,26087
26741,Turkey,Soybeans,1998,593,30162,11.72,26087
26742,Turkey,Soybeans,1998,593,30162,12.56,26087
26743,Turkey,Soybeans,1998,593,30162,14.48,26087
26744,Turkey,Soybeans,1998,593,30162,18.08,26087
26745,Turkey,Wheat,1998,593,30162,19.92,22564
26746,Turkey,Wheat,1998,593,30162,11.72,22564
26747,Turkey,Wheat,1998,593,30162,12.56,22564
26748,Turkey,Wheat,1998,593,30162,14.48,22564
26749,Turkey,Wheat,1998,593,30162,18.08,22564
26750,Turkey,Maize,1999,593,33089,20.02,44376
26751,Turkey,Maize,1999,593,33089,11.69,44376
26752,Turkey,Maize,1999,593,33089,13.02,44376
26753,Turkey,Maize,1999,593,33089,15,44376
26754,Turkey,Maize,1999,593,33089,18.74,44376
26755,Turkey,Potatoes,1999,593,33089,20.02,272975
26756,Turkey,Potatoes,1999,593,33089,11.69,272975
26757,Turkey,Potatoes,1999,593,33089,13.02,272975
26758,Turkey,Potatoes,1999,593,33089,15,272975
26759,Turkey,Potatoes,1999,593,33089,18.74,272975
26760,Turkey,"Rice, paddy",1999,593,33089,20.02,52321
26761,Turkey,"Rice, paddy",1999,593,33089,11.69,52321
26762,Turkey,"Rice, paddy",1999,593,33089,13.02,52321
26763,Turkey,"Rice, paddy",1999,593,33089,15,52321
26764,Turkey,"Rice, paddy",1999,593,33089,18.74,52321
26765,Turkey,Soybeans,1999,593,33089,20.02,27500
26766,Turkey,Soybeans,1999,593,33089,11.69,27500
26767,Turkey,Soybeans,1999,593,33089,13.02,27500
26768,Turkey,Soybeans,1999,593,33089,15,27500
26769,Turkey,Soybeans,1999,593,33089,18.74,27500
26770,Turkey,Wheat,1999,593,33089,20.02,19409
26771,Turkey,Wheat,1999,593,33089,11.69,19409
26772,Turkey,Wheat,1999,593,33089,13.02,19409
26773,Turkey,Wheat,1999,593,33089,15,19409
26774,Turkey,Wheat,1999,593,33089,18.74,19409
26775,Turkey,Maize,2000,593,33471,19.33,41605
26776,Turkey,Maize,2000,593,33471,10.39,41605
26777,Turkey,Maize,2000,593,33471,12.03,41605
26778,Turkey,Maize,2000,593,33471,14.29,41605
26779,Turkey,Maize,2000,593,33471,17.97,41605
26780,Turkey,Potatoes,2000,593,33471,19.33,263762
26781,Turkey,Potatoes,2000,593,33471,10.39,263762
26782,Turkey,Potatoes,2000,593,33471,12.03,263762
26783,Turkey,Potatoes,2000,593,33471,14.29,263762
26784,Turkey,Potatoes,2000,593,33471,17.97,263762
26785,Turkey,"Rice, paddy",2000,593,33471,19.33,60492
26786,Turkey,"Rice, paddy",2000,593,33471,10.39,60492
26787,Turkey,"Rice, paddy",2000,593,33471,12.03,60492
26788,Turkey,"Rice, paddy",2000,593,33471,14.29,60492
26789,Turkey,"Rice, paddy",2000,593,33471,17.97,60492
26790,Turkey,Soybeans,2000,593,33471,19.33,29667
26791,Turkey,Soybeans,2000,593,33471,10.39,29667
26792,Turkey,Soybeans,2000,593,33471,12.03,29667
26793,Turkey,Soybeans,2000,593,33471,14.29,29667
26794,Turkey,Soybeans,2000,593,33471,17.97,29667
26795,Turkey,Wheat,2000,593,33471,19.33,22928
26796,Turkey,Wheat,2000,593,33471,10.39,22928
26797,Turkey,Wheat,2000,593,33471,12.03,22928
26798,Turkey,Wheat,2000,593,33471,14.29,22928
26799,Turkey,Wheat,2000,593,33471,17.97,22928
26800,Turkey,Maize,2001,593,25539,20.09,40063
26801,Turkey,Maize,2001,593,25539,12.32,40063
26802,Turkey,Maize,2001,593,25539,13.16,40063
26803,Turkey,Maize,2001,593,25539,15.11,40063
26804,Turkey,Maize,2001,593,25539,18.63,40063
26805,Turkey,Potatoes,2001,593,25539,20.09,250409
26806,Turkey,Potatoes,2001,593,25539,12.32,250409
26807,Turkey,Potatoes,2001,593,25539,13.16,250409
26808,Turkey,Potatoes,2001,593,25539,15.11,250409
26809,Turkey,Potatoes,2001,593,25539,18.63,250409
26810,Turkey,"Rice, paddy",2001,593,25539,20.09,61017
26811,Turkey,"Rice, paddy",2001,593,25539,12.32,61017
26812,Turkey,"Rice, paddy",2001,593,25539,13.16,61017
26813,Turkey,"Rice, paddy",2001,593,25539,15.11,61017
26814,Turkey,"Rice, paddy",2001,593,25539,18.63,61017
26815,Turkey,Soybeans,2001,593,25539,20.09,33064
26816,Turkey,Soybeans,2001,593,25539,12.32,33064
26817,Turkey,Soybeans,2001,593,25539,13.16,33064
26818,Turkey,Soybeans,2001,593,25539,15.11,33064
26819,Turkey,Soybeans,2001,593,25539,18.63,33064
26820,Turkey,Wheat,2001,593,25539,20.09,20765
26821,Turkey,Wheat,2001,593,25539,12.32,20765
26822,Turkey,Wheat,2001,593,25539,13.16,20765
26823,Turkey,Wheat,2001,593,25539,15.11,20765
26824,Turkey,Wheat,2001,593,25539,18.63,20765
26825,Turkey,Maize,2002,593,27915,19.54,42163
26826,Turkey,Maize,2002,593,27915,10.81,42163
26827,Turkey,Maize,2002,593,27915,12.24,42163
26828,Turkey,Maize,2002,593,27915,14.51,42163
26829,Turkey,Maize,2002,593,27915,18.18,42163
26830,Turkey,Potatoes,2002,593,27915,19.54,262966
26831,Turkey,Potatoes,2002,593,27915,10.81,262966
26832,Turkey,Potatoes,2002,593,27915,12.24,262966
26833,Turkey,Potatoes,2002,593,27915,14.51,262966
26834,Turkey,Potatoes,2002,593,27915,18.18,262966
26835,Turkey,"Rice, paddy",2002,593,27915,19.54,60192
26836,Turkey,"Rice, paddy",2002,593,27915,10.81,60192
26837,Turkey,"Rice, paddy",2002,593,27915,12.24,60192
26838,Turkey,"Rice, paddy",2002,593,27915,14.51,60192
26839,Turkey,"Rice, paddy",2002,593,27915,18.18,60192
26840,Turkey,Soybeans,2002,593,27915,19.54,29412
26841,Turkey,Soybeans,2002,593,27915,10.81,29412
26842,Turkey,Soybeans,2002,593,27915,12.24,29412
26843,Turkey,Soybeans,2002,593,27915,14.51,29412
26844,Turkey,Soybeans,2002,593,27915,18.18,29412
26845,Turkey,Wheat,2002,593,27915,19.54,21006
26846,Turkey,Wheat,2002,593,27915,10.81,21006
26847,Turkey,Wheat,2002,593,27915,12.24,21006
26848,Turkey,Wheat,2002,593,27915,14.51,21006
26849,Turkey,Wheat,2002,593,27915,18.18,21006
26850,Turkey,Maize,2004,593,28831,19.48,55076
26851,Turkey,Maize,2004,593,28831,10.99,55076
26852,Turkey,Maize,2004,593,28831,12.26,55076
26853,Turkey,Maize,2004,593,28831,14.23,55076
26854,Turkey,Maize,2004,593,28831,17.97,55076
26855,Turkey,Potatoes,2004,593,28831,19.48,268306
26856,Turkey,Potatoes,2004,593,28831,10.99,268306
26857,Turkey,Potatoes,2004,593,28831,12.26,268306
26858,Turkey,Potatoes,2004,593,28831,14.23,268306
26859,Turkey,Potatoes,2004,593,28831,17.97,268306
26860,Turkey,"Rice, paddy",2004,593,28831,19.48,70010
26861,Turkey,"Rice, paddy",2004,593,28831,10.99,70010
26862,Turkey,"Rice, paddy",2004,593,28831,12.26,70010
26863,Turkey,"Rice, paddy",2004,593,28831,14.23,70010
26864,Turkey,"Rice, paddy",2004,593,28831,17.97,70010
26865,Turkey,Sorghum,2004,593,28831,19.48,23333
26866,Turkey,Sorghum,2004,593,28831,10.99,23333
26867,Turkey,Sorghum,2004,593,28831,12.26,23333
26868,Turkey,Sorghum,2004,593,28831,14.23,23333
26869,Turkey,Sorghum,2004,593,28831,17.97,23333
26870,Turkey,Soybeans,2004,593,28831,19.48,35714
26871,Turkey,Soybeans,2004,593,28831,10.99,35714
26872,Turkey,Soybeans,2004,593,28831,12.26,35714
26873,Turkey,Soybeans,2004,593,28831,14.23,35714
26874,Turkey,Soybeans,2004,593,28831,17.97,35714
26875,Turkey,Wheat,2004,593,28831,19.48,22658
26876,Turkey,Wheat,2004,593,28831,10.99,22658
26877,Turkey,Wheat,2004,593,28831,12.26,22658
26878,Turkey,Wheat,2004,593,28831,14.23,22658
26879,Turkey,Wheat,2004,593,28831,17.97,22658
26880,Turkey,Maize,2005,593,40332,19.44,70000
26881,Turkey,Maize,2005,593,40332,11.24,70000
26882,Turkey,Maize,2005,593,40332,12.2,70000
26883,Turkey,Maize,2005,593,40332,14.23,70000
26884,Turkey,Maize,2005,593,40332,17.78,70000
26885,Turkey,Potatoes,2005,593,40332,19.44,266540
26886,Turkey,Potatoes,2005,593,40332,11.24,266540
26887,Turkey,Potatoes,2005,593,40332,12.2,266540
26888,Turkey,Potatoes,2005,593,40332,14.23,266540
26889,Turkey,Potatoes,2005,593,40332,17.78,266540
26890,Turkey,"Rice, paddy",2005,593,40332,19.44,70664
26891,Turkey,"Rice, paddy",2005,593,40332,11.24,70664
26892,Turkey,"Rice, paddy",2005,593,40332,12.2,70664
26893,Turkey,"Rice, paddy",2005,593,40332,14.23,70664
26894,Turkey,"Rice, paddy",2005,593,40332,17.78,70664
26895,Turkey,Sorghum,2005,593,40332,19.44,23256
26896,Turkey,Sorghum,2005,593,40332,11.24,23256
26897,Turkey,Sorghum,2005,593,40332,12.2,23256
26898,Turkey,Sorghum,2005,593,40332,14.23,23256
26899,Turkey,Sorghum,2005,593,40332,17.78,23256
26900,Turkey,Soybeans,2005,593,40332,19.44,33721
26901,Turkey,Soybeans,2005,593,40332,11.24,33721
26902,Turkey,Soybeans,2005,593,40332,12.2,33721
26903,Turkey,Soybeans,2005,593,40332,14.23,33721
26904,Turkey,Soybeans,2005,593,40332,17.78,33721
26905,Turkey,Wheat,2005,593,40332,19.44,23309
26906,Turkey,Wheat,2005,593,40332,11.24,23309
26907,Turkey,Wheat,2005,593,40332,12.2,23309
26908,Turkey,Wheat,2005,593,40332,14.23,23309
26909,Turkey,Wheat,2005,593,40332,17.78,23309
26910,Turkey,Maize,2006,593,27421,19.44,72139
26911,Turkey,Maize,2006,593,27421,11.12,72139
26912,Turkey,Maize,2006,593,27421,11.96,72139
26913,Turkey,Maize,2006,593,27421,14.11,72139
26914,Turkey,Maize,2006,593,27421,17.71,72139
26915,Turkey,Potatoes,2006,593,27421,19.44,276077
26916,Turkey,Potatoes,2006,593,27421,11.12,276077
26917,Turkey,Potatoes,2006,593,27421,11.96,276077
26918,Turkey,Potatoes,2006,593,27421,14.11,276077
26919,Turkey,Potatoes,2006,593,27421,17.71,276077
26920,Turkey,"Rice, paddy",2006,593,27421,19.44,70273
26921,Turkey,"Rice, paddy",2006,593,27421,11.12,70273
26922,Turkey,"Rice, paddy",2006,593,27421,11.96,70273
26923,Turkey,"Rice, paddy",2006,593,27421,14.11,70273
26924,Turkey,"Rice, paddy",2006,593,27421,17.71,70273
26925,Turkey,Sorghum,2006,593,27421,19.44,26023
26926,Turkey,Sorghum,2006,593,27421,11.12,26023
26927,Turkey,Sorghum,2006,593,27421,11.96,26023
26928,Turkey,Sorghum,2006,593,27421,14.11,26023
26929,Turkey,Sorghum,2006,593,27421,17.71,26023
26930,Turkey,Soybeans,2006,593,27421,19.44,39688
26931,Turkey,Soybeans,2006,593,27421,11.12,39688
26932,Turkey,Soybeans,2006,593,27421,11.96,39688
26933,Turkey,Soybeans,2006,593,27421,14.11,39688
26934,Turkey,Soybeans,2006,593,27421,17.71,39688
26935,Turkey,Wheat,2006,593,27421,19.44,23595
26936,Turkey,Wheat,2006,593,27421,11.12,23595
26937,Turkey,Wheat,2006,593,27421,11.96,23595
26938,Turkey,Wheat,2006,593,27421,14.11,23595
26939,Turkey,Wheat,2006,593,27421,17.71,23595
26940,Turkey,Maize,2007,593,48715.51,19.82,68381
26941,Turkey,Maize,2007,593,48715.51,11.87,68381
26942,Turkey,Maize,2007,593,48715.51,12.91,68381
26943,Turkey,Maize,2007,593,48715.51,14.98,68381
26944,Turkey,Maize,2007,593,48715.51,18.6,68381
26945,Turkey,Potatoes,2007,593,48715.51,19.82,276422
26946,Turkey,Potatoes,2007,593,48715.51,11.87,276422
26947,Turkey,Potatoes,2007,593,48715.51,12.91,276422
26948,Turkey,Potatoes,2007,593,48715.51,14.98,276422
26949,Turkey,Potatoes,2007,593,48715.51,18.6,276422
26950,Turkey,"Rice, paddy",2007,593,48715.51,19.82,69084
26951,Turkey,"Rice, paddy",2007,593,48715.51,11.87,69084
26952,Turkey,"Rice, paddy",2007,593,48715.51,12.91,69084
26953,Turkey,"Rice, paddy",2007,593,48715.51,14.98,69084
26954,Turkey,"Rice, paddy",2007,593,48715.51,18.6,69084
26955,Turkey,Sorghum,2007,593,48715.51,19.82,32222
26956,Turkey,Sorghum,2007,593,48715.51,11.87,32222
26957,Turkey,Sorghum,2007,593,48715.51,12.91,32222
26958,Turkey,Sorghum,2007,593,48715.51,14.98,32222
26959,Turkey,Sorghum,2007,593,48715.51,18.6,32222
26960,Turkey,Soybeans,2007,593,48715.51,19.82,35350
26961,Turkey,Soybeans,2007,593,48715.51,11.87,35350
26962,Turkey,Soybeans,2007,593,48715.51,12.91,35350
26963,Turkey,Soybeans,2007,593,48715.51,14.98,35350
26964,Turkey,Soybeans,2007,593,48715.51,18.6,35350
26965,Turkey,Wheat,2007,593,48715.51,19.82,21675
26966,Turkey,Wheat,2007,593,48715.51,11.87,21675
26967,Turkey,Wheat,2007,593,48715.51,12.91,21675
26968,Turkey,Wheat,2007,593,48715.51,14.98,21675
26969,Turkey,Wheat,2007,593,48715.51,18.6,21675
26970,Turkey,Maize,2008,593,37640.2,19.92,71988
26971,Turkey,Maize,2008,593,37640.2,11.33,71988
26972,Turkey,Maize,2008,593,37640.2,12.7,71988
26973,Turkey,Maize,2008,593,37640.2,14.91,71988
26974,Turkey,Maize,2008,593,37640.2,18.47,71988
26975,Turkey,Potatoes,2008,593,37640.2,19.92,282947
26976,Turkey,Potatoes,2008,593,37640.2,11.33,282947
26977,Turkey,Potatoes,2008,593,37640.2,12.7,282947
26978,Turkey,Potatoes,2008,593,37640.2,14.91,282947
26979,Turkey,Potatoes,2008,593,37640.2,18.47,282947
26980,Turkey,"Rice, paddy",2008,593,37640.2,19.92,75716
26981,Turkey,"Rice, paddy",2008,593,37640.2,11.33,75716
26982,Turkey,"Rice, paddy",2008,593,37640.2,12.7,75716
26983,Turkey,"Rice, paddy",2008,593,37640.2,14.91,75716
26984,Turkey,"Rice, paddy",2008,593,37640.2,18.47,75716
26985,Turkey,Sorghum,2008,593,37640.2,19.92,30811
26986,Turkey,Sorghum,2008,593,37640.2,11.33,30811
26987,Turkey,Sorghum,2008,593,37640.2,12.7,30811
26988,Turkey,Sorghum,2008,593,37640.2,14.91,30811
26989,Turkey,Sorghum,2008,593,37640.2,18.47,30811
26990,Turkey,Soybeans,2008,593,37640.2,19.92,36490
26991,Turkey,Soybeans,2008,593,37640.2,11.33,36490
26992,Turkey,Soybeans,2008,593,37640.2,12.7,36490
26993,Turkey,Soybeans,2008,593,37640.2,14.91,36490
26994,Turkey,Soybeans,2008,593,37640.2,18.47,36490
26995,Turkey,Wheat,2008,593,37640.2,19.92,23451
26996,Turkey,Wheat,2008,593,37640.2,11.33,23451
26997,Turkey,Wheat,2008,593,37640.2,12.7,23451
26998,Turkey,Wheat,2008,593,37640.2,14.91,23451
26999,Turkey,Wheat,2008,593,37640.2,18.47,23451
27000,Turkey,Maize,2009,593,37651.15,19.94,71878
27001,Turkey,Maize,2009,593,37651.15,11.63,71878
27002,Turkey,Maize,2009,593,37651.15,12.75,71878
27003,Turkey,Maize,2009,593,37651.15,14.95,71878
27004,Turkey,Maize,2009,593,37651.15,18.41,71878
27005,Turkey,Potatoes,2009,593,37651.15,19.94,305986
27006,Turkey,Potatoes,2009,593,37651.15,11.63,305986
27007,Turkey,Potatoes,2009,593,37651.15,12.75,305986
27008,Turkey,Potatoes,2009,593,37651.15,14.95,305986
27009,Turkey,Potatoes,2009,593,37651.15,18.41,305986
27010,Turkey,"Rice, paddy",2009,593,37651.15,19.94,77765
27011,Turkey,"Rice, paddy",2009,593,37651.15,11.63,77765
27012,Turkey,"Rice, paddy",2009,593,37651.15,12.75,77765
27013,Turkey,"Rice, paddy",2009,593,37651.15,14.95,77765
27014,Turkey,"Rice, paddy",2009,593,37651.15,18.41,77765
27015,Turkey,Sorghum,2009,593,37651.15,19.94,51316
27016,Turkey,Sorghum,2009,593,37651.15,11.63,51316
27017,Turkey,Sorghum,2009,593,37651.15,12.75,51316
27018,Turkey,Sorghum,2009,593,37651.15,14.95,51316
27019,Turkey,Sorghum,2009,593,37651.15,18.41,51316
27020,Turkey,Soybeans,2009,593,37651.15,19.94,36570
27021,Turkey,Soybeans,2009,593,37651.15,11.63,36570
27022,Turkey,Soybeans,2009,593,37651.15,12.75,36570
27023,Turkey,Soybeans,2009,593,37651.15,14.95,36570
27024,Turkey,Soybeans,2009,593,37651.15,18.41,36570
27025,Turkey,Wheat,2009,593,37651.15,19.94,25667
27026,Turkey,Wheat,2009,593,37651.15,11.63,25667
27027,Turkey,Wheat,2009,593,37651.15,12.75,25667
